TimeStamp,sleep_stage,sleep_stage_int,confidence,epoch
17725.5196,R,4,0.9395179000506027,590
17755.5196,R,4,0.9769582539812554,591
17785.5196,R,4,0.967509905295595,592
17815.5196,R,4,0.9799682956358093,593
17845.5196,R,4,0.9704270233649914,594
17875.5196,R,4,0.9713072831110265,595
17905.5196,R,4,0.9796737071382016,596
17935.5196,R,4,0.960260189709065,597
17965.5196,R,4,0.9215605191834979,598
17995.5196,R,4,0.7128484407219972,599
18025.5196,R,4,0.7417617609863216,600
18055.5196,R,4,0.47354353653117304,601
18085.5196,R,4,0.7291033813477212,602
18115.5196,R,4,0.6484268627858855,603
18145.5196,R,4,0.40378857885093405,604
18175.5196,R,4,0.7675984554143631,605
18205.5196,W,0,0.7950832532738201,606
18235.5196,R,4,0.47700993365693634,607
18265.5196,R,4,0.49711803458925374,608
18295.5196,R,4,0.6681734028079501,609
18325.5196,R,4,0.9140625218904165,610
18355.5196,R,4,0.9219485814280054,611
18385.5196,R,4,0.9417323182677273,612
18415.5196,R,4,0.8998748182246235,613
18445.5196,R,4,0.8271282866195041,614
18475.5196,R,4,0.8443144124462748,615
18505.5196,R,4,0.8279307506202207,616
18535.5196,R,4,0.7941367918490084,617
18565.5196,R,4,0.8290970869100642,618
18595.5196,R,4,0.5125192965638417,619
18625.5196,R,4,0.533517431744646,620
18655.5196,R,4,0.8642206736549943,621
18685.5196,R,4,0.789637594095079,622
18715.5196,R,4,0.8318588399361114,623
18745.5196,R,4,0.9043117453609071,624
18775.5196,R,4,0.8763865279439442,625
18805.5196,R,4,0.8904302436663764,626
18835.5196,R,4,0.9337071840493312,627
18865.5196,R,4,0.895595381935275,628
18895.5196,R,4,0.9376334303040772,629
18925.5196,R,4,0.9422568307908321,630
18955.5196,R,4,0.9359119008431901,631
18985.5196,R,4,0.9264381185705626,632
19015.5196,R,4,0.920769256893449,633
19045.5196,R,4,0.9383575174063167,634
19075.5196,R,4,0.9590186422830027,635
19105.5196,R,4,0.9373834681459982,636
19135.5196,R,4,0.9293145618013864,637
19165.5196,R,4,0.9275125677730438,638
19195.5196,R,4,0.940713825444278,639
19225.5196,R,4,0.9562337003065755,640
