TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz
163685.0799,233.935,966.972,42.944,2616.25,-3316.25,1015.0,-566.96,864.88,293.36
163685.13,231.434,967.643,38.613,1872.5,-2957.5,1058.75,-563.92,866.4,287.28
163685.1801,237.168,963.983,37.21,3123.75,-2852.5,1155.0,-563.92,863.36,294.88
163685.2302,235.582,970.388,37.881,2397.5,-3648.75,761.25,-563.92,880.08,284.24
163685.2803,231.312,965.63,32.879,2415.0,-2642.5,910.0,-566.96,872.48,288.8
163685.3305,238.083,967.582,32.025,2073.75,-3167.5,280.0,-550.24,880.08,285.76
163685.3805,230.58,970.388,38.43,1531.25,-2835.0,262.5,-559.36,875.52,287.28
163685.4306,233.447,966.423,39.711,1715.0,-4060.0,883.75,-559.36,860.32,285.76
163685.4807,237.168,966.118,37.454,2196.25,-2992.5,603.75,-560.88,870.96,279.68
163685.5309,234.179,965.02,35.868,1032.5,-2117.5,201.25,-571.52,877.04,296.4
163685.581,229.116,966.24,34.038,43.75,-2607.5,455.0,-563.92,869.44,296.4
163685.6311,233.142,964.654,39.955,691.25,-4602.5,1128.75,-562.4,880.08,285.76
163685.6812,236.131,972.218,43.493,1435.0,-3010.0,428.75,-560.88,864.88,293.36
163685.7313,226.676,969.839,48.922,1251.25,-1968.75,-253.75,-562.4,863.36,287.28
163685.7814,230.641,965.142,44.652,1916.25,-3316.25,1391.25,-562.4,869.44,285.76
163685.8315,233.569,966.484,47.397,1268.75,-2852.5,752.5,-565.44,866.4,285.76
163685.8816,228.75,970.998,42.517,980.0,-2905.0,210.0,-571.52,863.36,282.72
163685.9317,232.898,966.911,39.772,1960.0,-4488.75,1400.0,-563.92,866.4,287.28
163685.9818,233.081,969.473,42.456,2003.75,-4025.0,525.0,-568.48,867.92,279.68
163686.0319,226.066,967.399,39.772,2143.75,-2108.75,262.5,-560.88,874.0,288.8
163686.082,232.715,969.534,37.82,1977.5,-3605.0,1041.25,-559.36,864.88,293.36
163686.1321,235.155,965.02,43.615,1347.5,-3237.5,980.0,-557.84,866.4,285.76
163686.1822,230.397,967.277,44.713,1146.25,-3421.25,595.0,-556.32,867.92,290.32
